Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,IsHoliday
38,2010-04-25,22218.38,0,40.52,4.24,211.02,5.64,2010,4,16,Regular
8,2012-08-19,21692.97,1,85.15,4.48,211.18,6.52,2012,8,33,Holiday
42,2010-05-02,20968.28,0,69.13,3.24,221.38,8.32,2010,5,17,Regular
24,2010-05-30,20278.7,0,87.51,2.61,216.43,7.18,2010,5,21,Regular
35,2011-07-31,23323.82,0,42.93,2.76,221.59,6.75,2011,7,30,Regular
14,2011-02-06,8803.39,1,32.14,4.08,221.85,8.63,2011,2,5,Holiday
14,2011-01-02,27721.67,0,41.34,3.81,228.14,9.07,2011,1,52,Regular
10,2010-01-03,8977.59,0,61.68,3.07,227.65,9.35,2010,1,53,Regular
12,2011-02-27,14604.19,0,66.63,3.28,224.37,7.22,2011,2,8,Regular
38,2013-01-13,18866.2,0,90.04,4.12,226.37,8.59,2013,1,2,Regular
44,2010-08-01,23363.06,0,80.13,3.33,210.06,9.43,2010,8,30,Regular
46,2011-04-03,5023.67,0,99.33,4.01,210.31,9.54,2011,4,13,Regular
34,2012-10-21,19859.38,0,35.51,3.09,219.17,7.46,2012,10,42,Regular
41,2011-01-02,23961.98,1,39.12,3.95,223.07,6.78,2011,1,52,Holiday
10,2011-10-23,24972.59,0,35.9,3.43,225.88,9.5,2011,10,42,Regular
17,2012-11-11,16513.35,0,67.69,3.59,218.95,6.31,2012,11,45,Regular
17,2010-06-06,18495.82,0,48.68,3.7,228.8,8.98,2010,6,22,Regular
3,2012-09-23,16919.26,1,77.85,3.4,226.3,9.54,2012,9,38,Holiday
31,2012-12-09,18036.63,0,39.29,3.43,212.06,8.7,2012,12,49,Regular
1,2012-07-01,14840.87,0,37.22,3.03,218.8,8.4,2012,7,26,Regular
12,2011-08-28,15553.74,0,62.21,4.47,229.9,5.25,2011,8,34,Regular
39,2012-10-28,22171.88,0,56.31,4.31,218.2,6.02,2012,10,43,Regular
4,2012-05-20,20658.08,0,88.04,3.55,217.73,8.33,2012,5,20,Regular
42,2012-01-29,22457.93,0,88.63,2.57,215.88,8.93,2012,1,4,Regular
13,2010-10-03,21070.07,0,38.22,2.84,219.73,5.32,2010,10,39,Regular
34,2012-04-22,23521.69,0,86.86,4.21,224.6,5.1,2012,4,16,Regular
42,2010-09-26,24391.07,1,69.49,4.36,210.95,6.56,2010,9,38,Holiday
21,2012-04-15,11291.42,0,65.25,2.82,226.71,8.22,2012,4,15,Regular
22,2013-10-27,15728.45,0,36.63,3.97,228.35,7.56,2013,10,43,Regular
4,2010-05-02,18843.12,0,81.77,3.75,225.62,5.04,2010,5,17,Regular
18,2013-03-24,19886.61,0,34.17,3.11,228.31,5.76,2013,3,12,Regular
5,2013-10-13,16649.55,0,49.44,3.37,211.9,8.76,2013,10,41,Regular
19,2012-12-16,24560.12,1,36.68,3.85,219,6.49,2012,12,50,Holiday
2,2012-09-23,29899.74,0,67.15,2.7,211.42,5.59,2012,9,38,Regular
12,2010-09-12,20930.81,0,75.17,2.88,226.74,5.25,2010,9,36,Regular
17,2013-07-21,20421.71,0,92.36,2.57,229.05,9.25,2013,7,29,Regular
10,2010-01-31,24247.28,0,81.37,4.3,215.96,7.36,2010,1,4,Regular
34,2011-05-22,10670.8,0,97.28,3.65,220.71,7.52,2011,5,20,Regular
6,2012-07-29,20142.34,0,83.27,3.55,215.95,5.31,2012,7,30,Regular
8,2010-10-10,24895.18,0,50.87,3.91,217.58,7.44,2010,10,40,Regular
11,2010-03-07,16784.23,0,68.33,4.48,219.53,8.23,2010,3,9,Regular
12,2013-08-18,13867.2,1,62.06,2.84,225.82,5.61,2013,8,33,Holiday
9,2012-12-09,19070.97,0,69.62,2.77,212.94,9.51,2012,12,49,Regular
2,2011-04-17,19696.57,0,70.05,3.09,213.14,8.92,2011,4,15,Regular
8,2010-06-13,15456.74,1,79.15,4.31,214.04,9.01,2010,6,23,Holiday
11,2011-06-26,30480.81,0,35.81,3.32,211.06,7.68,2011,6,25,Regular
36,2013-03-24,17606.52,0,82.27,4.09,222.87,6.67,2013,3,12,Regular
10,2013-09-08,14231.7,0,40.06,2.91,213.8,8.2,2013,9,36,Regular
21,2012-10-07,19531.89,0,31.83,3.49,218.75,6.13,2012,10,40,Regular
20,2012-01-29,24539.3,0,66.32,2.75,223.71,5.68,2012,1,4,Regular
48,2010-06-13,20087.07,0,70.7,3.33,218.98,7.69,2010,6,23,Regular
8,2012-12-16,22427.97,0,32.44,3.02,228.12,7.39,2012,12,50,Regular
36,2010-02-14,15642.45,0,66.08,3.6,225.38,5.75,2010,2,6,Regular
29,2011-05-22,27438.44,0,67.42,4.06,215.46,7.65,2011,5,20,Regular
42,2012-01-15,22808.56,0,33.67,4.38,212.61,7.73,2012,1,2,Regular
12,2011-11-20,25238.51,0,79.81,3.07,227.89,9.36,2011,11,46,Regular
14,2012-04-29,21825.8,0,44.72,3.99,217.94,8.8,2012,4,17,Regular
48,2010-03-21,24124.42,0,85.61,4.27,217.65,6.09,2010,3,11,Regular
50,2011-08-14,15634.74,0,51.76,2.75,226.2,9.09,2011,8,32,Regular
21,2010-01-17,17542.95,0,63.45,3.67,210.19,9.85,2010,1,2,Regular
22,2011-07-03,26732.4,0,92.43,3.72,219.02,8.58,2011,7,26,Regular
21,2011-08-14,27798.71,0,86.43,3.04,224.29,8.94,2011,8,32,Regular
44,2010-03-07,14264.67,0,84.73,2.55,226.97,6.33,2010,3,9,Regular
50,2010-08-15,21248.68,0,41.23,3.01,227.7,9.96,2010,8,32,Regular
30,2010-11-14,17845.28,0,33.37,3.67,219.31,5.88,2010,11,45,Regular
39,2011-02-13,16514.84,0,72.4,2.89,226.95,8.75,2011,2,6,Regular
20,2010-12-26,21424.2,0,58.75,3.07,210.72,6.98,2010,12,51,Regular
24,2010-02-07,25704.81,0,93.64,3.92,216.11,6.78,2010,2,5,Regular
23,2012-06-24,22258.31,1,54.47,3.3,210.21,6.43,2012,6,25,Holiday
7,2010-07-18,18402.44,0,58.74,2.63,213.31,7.21,2010,7,28,Regular
9,2012-04-08,22574.31,1,66.82,3.3,224.49,8.95,2012,4,14,Holiday
1,2013-03-17,18200.12,0,85.75,4.5,210.09,9.7,2013,3,11,Regular
26,2011-11-06,22060.57,0,48.78,3.02,220.46,7.08,2011,11,44,Regular
38,2013-08-11,26982.33,0,95.93,3.03,218.28,8.26,2013,8,32,Regular
38,2013-09-29,9614.2,0,67.79,2.84,212.46,8.94,2013,9,39,Regular
44,2011-04-17,23986.26,0,88.87,3.04,223.71,5.5,2011,4,15,Regular
22,2012-12-30,12304.73,0,66.79,3.65,223.86,9.8,2012,12,52,Regular
44,2013-08-18,26141.64,0,84.04,4.43,224.53,6.06,2013,8,33,Regular
10,2011-02-20,16814.87,0,33.6,3.72,225.31,9.58,2011,2,7,Regular
6,2012-05-13,13911.64,0,85.94,3.32,216.3,9.93,2012,5,19,Regular
17,2011-08-07,23476.35,0,66.68,3.28,229.88,5.5,2011,8,31,Regular
50,2010-10-10,21820.85,0,61.46,2.55,211.46,9.46,2010,10,40,Regular
38,2012-02-26,15004.07,1,37.81,2.51,222.95,8.2,2012,2,8,Holiday
24,2011-03-27,13735,0,81.91,4.09,229.42,9.09,2011,3,12,Regular
10,2013-09-01,19062.59,0,39.18,3.48,214.49,5.55,2013,9,35,Regular
8,2011-07-03,13979.57,0,43.46,2.57,215.56,9.17,2011,7,26,Regular
21,2011-03-13,14692.64,0,38.85,3.07,221.52,8.13,2011,3,10,Regular
6,2013-05-12,20578.1,0,30.46,3.21,225.63,7.55,2013,5,19,Regular
21,2012-10-28,15170.64,0,76.33,4.07,216.58,7.8,2012,10,43,Regular
39,2012-04-01,22132.7,0,48.96,3.37,226.74,8.72,2012,4,13,Regular
24,2010-09-12,27450.72,0,40.46,4.08,214.82,6.49,2010,9,36,Regular
33,2011-03-20,19257.22,0,52.4,3.77,227.49,9.72,2011,3,11,Regular
18,2011-08-21,20650.76,0,64.94,2.57,215.06,6.54,2011,8,33,Regular
28,2012-07-15,30090.48,0,65.24,4.44,222.35,9.39,2012,7,28,Regular
32,2010-08-22,14061.99,0,55.7,2.86,217.16,5.06,2010,8,33,Regular
12,2010-09-26,25956.18,0,64.65,3.05,216.44,9.58,2010,9,38,Regular
48,2011-04-10,25354.29,0,59.91,4.12,217.08,9.26,2011,4,14,Regular
42,2011-03-06,24271.59,0,87.59,2.88,219.98,5.62,2011,3,9,Regular
27,2011-09-04,26458.74,0,32.07,3.3,226.9,8.68,2011,9,35,Regular
10,2012-11-25,21402.87,0,90.76,4.23,225.19,6.87,2012,11,47,Regular
46,2012-07-01,17085.35,0,47.07,3.77,218.99,7.4,2012,7,26,Regular
42,2012-01-29,25472.87,0,80.52,3.1,215.64,5.34,2012,1,4,Regular
32,2013-10-20,25664.21,0,58.35,3.79,227.09,6.06,2013,10,42,Regular
42,2011-09-11,25526.57,0,50.6,4.13,227.4,9.77,2011,9,36,Regular
26,2011-04-10,20222.51,0,73.07,3.31,219.07,7.09,2011,4,14,Regular
25,2011-07-03,16419.03,0,83.82,3.64,223.92,5.13,2011,7,26,Regular
11,2013-05-26,20956.81,0,61.5,4.48,217.39,7.58,2013,5,21,Regular
23,2010-07-18,24711.15,0,62.66,4.43,212.98,9.97,2010,7,28,Regular
34,2011-05-29,25121.76,0,34.12,3.52,216.43,6.66,2011,5,21,Regular
40,2010-08-08,17851.62,0,94.68,2.69,223.64,5.71,2010,8,31,Regular
23,2011-08-28,21576.86,0,89.28,3.9,225.39,8.22,2011,8,34,Regular
29,2010-09-26,13456.11,0,57.86,3.04,227.03,9.6,2010,9,38,Regular
31,2012-08-12,24924.75,0,83.55,3.84,210.35,9.3,2012,8,32,Regular
7,2011-12-04,16083.46,0,51.93,3.2,219.73,8.28,2011,12,48,Regular
40,2012-09-16,23926.28,1,81.13,3.94,215.48,5.92,2012,9,37,Holiday
33,2011-04-17,14253.48,1,66.17,3.23,223.68,8.92,2011,4,15,Holiday
21,2013-09-01,25157.08,1,62.25,4.38,214.91,9.12,2013,9,35,Holiday
2,2012-10-28,21609.18,0,33.96,2.77,221.33,9.25,2012,10,43,Regular
18,2010-07-11,16093.21,0,97.58,2.64,224.24,7.02,2010,7,27,Regular
47,2010-04-04,23456.78,0,88.62,4.06,225.4,7.04,2010,4,13,Regular
33,2013-04-14,17048.19,0,85.54,3.3,215.39,5.78,2013,4,15,Regular
37,2011-06-19,23747.78,0,51.34,3.43,211.76,8.86,2011,6,24,Regular
34,2012-03-18,18629.44,0,50.27,4.37,214.37,8.69,2012,3,11,Regular
20,2013-03-10,11394.76,0,70.12,3.68,221.98,5.5,2013,3,10,Regular
35,2010-07-11,15087.92,1,89.24,3.82,210.81,5.1,2010,7,27,Holiday
50,2013-09-01,17847.93,0,95.42,2.54,213.18,9.76,2013,9,35,Regular
18,2011-09-11,26840.95,0,48.83,3.84,229.91,5.09,2011,9,36,Regular
46,2010-08-08,24505.72,0,72.52,3.28,217.65,8.14,2010,8,31,Regular
24,2012-08-12,28119.31,0,80.67,3.42,219.93,7.27,2012,8,32,Regular
8,2012-12-23,28268.18,1,45.85,4.12,210.22,8.89,2012,12,51,Holiday
30,2011-10-23,17326.25,0,58.52,3.55,221.84,5.44,2011,10,42,Regular
44,2010-04-25,19057.57,0,43.12,4.47,216.51,8.41,2010,4,16,Regular
10,2012-03-25,17943.6,1,78.92,4.09,220.6,8.07,2012,3,12,Holiday
23,2011-06-19,16642.45,0,90.46,3.96,220.52,9.27,2011,6,24,Regular
49,2011-01-16,10792.53,0,91.43,3.68,229.35,7.59,2011,1,2,Regular
11,2010-03-07,19926.26,0,76.91,3.32,215.37,8.64,2010,3,9,Regular
2,2011-07-10,13572.17,0,54.3,2.61,221.41,7.19,2011,7,27,Regular
26,2012-07-22,19829.14,0,76.27,2.54,217.63,9.92,2012,7,29,Regular
36,2013-05-12,30578.85,0,90.5,2.59,218.44,7.8,2013,5,19,Regular
33,2012-03-18,17453.27,1,73.81,4.42,211.11,8.77,2012,3,11,Holiday
47,2013-09-22,20973.87,0,58.9,3.15,223.77,5.46,2013,9,38,Regular
13,2013-03-24,24533.24,0,94.39,3.9,213.91,7.31,2013,3,12,Regular
40,2011-07-03,21401.46,0,88.47,3.69,219.37,5.32,2011,7,26,Regular
25,2011-02-20,21462.42,0,91.77,3.64,218.69,5.61,2011,2,7,Regular
4,2010-10-17,18187.99,1,93.22,3.66,219.36,7.53,2010,10,41,Holiday
42,2012-03-18,18840.61,0,57.57,3.1,217.51,6.76,2012,3,11,Regular
19,2012-01-29,15199.95,0,90.17,4.27,214.85,7.3,2012,1,4,Regular
18,2011-05-08,24230.23,0,69.92,4.34,218.97,7.48,2011,5,18,Regular
37,2012-12-23,11292.54,0,32.67,3.79,210.92,5.8,2012,12,51,Regular
30,2011-12-11,24855.44,0,74.51,4.23,214.85,6.83,2011,12,49,Regular
19,2010-03-28,12981.51,0,62.94,2.62,225.7,9.3,2010,3,12,Regular
23,2010-04-11,24813.04,0,49.26,2.7,226.86,9.28,2010,4,14,Regular
16,2010-09-05,18230.91,0,97.93,3.62,224.31,7.45,2010,9,35,Regular
1,2010-04-11,13840.66,0,33.85,4.19,222.65,8.75,2010,4,14,Regular
12,2012-03-25,22896.49,0,96.21,3.13,226.23,8.77,2012,3,12,Regular
24,2011-06-05,24643.84,0,41.15,3.6,212.56,5.22,2011,6,22,Regular
34,2011-01-23,17809.61,1,56.39,2.52,220.51,8.05,2011,1,3,Holiday
8,2011-10-23,23603.05,0,59.21,4.47,212.33,9.02,2011,10,42,Regular
18,2012-07-08,8574.58,0,81.17,4.03,225.56,7.97,2012,7,27,Regular
48,2010-12-26,13397.02,0,45.09,3.22,220.41,7.71,2010,12,51,Regular
5,2012-08-19,26462.04,0,99.03,4.47,226.2,7.66,2012,8,33,Regular
26,2013-04-21,18881.65,0,82.43,2.68,225.98,7.54,2013,4,16,Regular
30,2011-08-07,10688.93,0,85.3,3.43,219.32,8.89,2011,8,31,Regular
13,2010-07-18,16505.67,0,37.45,2.62,219.94,8.21,2010,7,28,Regular
19,2011-01-02,15383,0,63.34,3.17,210.57,6.08,2011,1,52,Regular
29,2012-12-30,19170.19,0,96.19,2.94,220.47,7.17,2012,12,52,Regular
3,2012-11-18,18146.25,0,48.9,3.13,223.55,7.64,2012,11,46,Regular
26,2013-07-14,20894.66,0,40.18,4.39,214.67,7.09,2013,7,28,Regular
40,2013-05-26,19652.67,0,63.98,3.35,229.73,6.19,2013,5,21,Regular
12,2010-05-23,26798.7,0,95.13,3.15,229.5,5.62,2010,5,20,Regular
2,2012-02-19,22122.74,0,64.08,3.78,215.66,5.59,2012,2,7,Regular
11,2013-04-07,22288.36,0,58.34,3.87,224.26,6.48,2013,4,14,Regular
44,2012-08-19,25825.79,0,75.52,4.47,210.6,7.01,2012,8,33,Regular
28,2011-06-12,18056.16,0,95.58,3.59,223.32,8.41,2011,6,23,Regular
18,2010-07-25,13690.61,0,33.43,4.01,222.48,9.92,2010,7,29,Regular
13,2012-05-20,26034.85,0,40.74,3.26,226.44,9.49,2012,5,20,Regular
37,2010-12-19,20679.21,0,39.29,2.84,216.09,9.07,2010,12,50,Regular
22,2013-01-27,20696.76,0,35.97,3.36,227.56,9.07,2013,1,4,Regular
12,2012-10-14,16833.35,0,51.15,3.34,227.16,7.98,2012,10,41,Regular
2,2011-06-26,16915.72,1,46.05,3.34,223.39,6.26,2011,6,25,Holiday
37,2010-05-30,24233.61,0,68.41,3.89,219.45,7.36,2010,5,21,Regular
7,2011-03-20,24923.28,0,52.91,3.31,222.37,5.71,2011,3,11,Regular
26,2010-05-23,23919.12,0,58.36,4.41,224.6,7.83,2010,5,20,Regular
26,2012-06-17,23964.81,0,95.93,4.47,229.51,5.12,2012,6,24,Regular
24,2012-01-15,22845.15,0,40.9,3.55,212.43,5.95,2012,1,2,Regular
12,2012-03-18,20657.61,0,57.19,3.62,216.26,8.56,2012,3,11,Regular
16,2012-05-13,19123.1,1,48,3.32,225.61,6.38,2012,5,19,Holiday
23,2012-09-23,26051.62,0,68.44,3.21,218.18,7.1,2012,9,38,Regular
40,2010-09-05,18131.4,0,81.54,4.47,223.45,9.16,2010,9,35,Regular
9,2010-11-21,21849.9,0,87.19,2.58,212.66,5.22,2010,11,46,Regular
32,2013-06-23,15979.94,0,66.07,3.32,224.18,5.11,2013,6,25,Regular
15,2010-08-08,16703.5,0,89.84,2.8,223.48,6.14,2010,8,31,Regular
37,2013-07-21,18819.23,0,84.96,3.95,221.72,8.42,2013,7,29,Regular
13,2013-04-28,15980.31,0,40.99,2.89,225.3,6.18,2013,4,17,Regular
5,2011-01-09,23989.26,0,47.18,4.27,227.6,9.32,2011,1,1,Regular
11,2013-01-27,13259.83,0,77.02,3.25,226.59,6.76,2013,1,4,Regular
10,2013-03-10,20496.15,0,98.24,4.33,212.55,6.42,2013,3,10,Regular
13,2010-06-06,20662.54,0,56.33,4.47,224.89,6.16,2010,6,22,Regular
41,2013-04-07,10946,1,46.09,4.04,219,7.87,2013,4,14,Holiday
46,2013-06-30,17794.88,0,90.84,3.75,216.68,9.28,2013,6,26,Regular
50,2010-01-10,21278.5,0,43.97,2.8,227.59,7.03,2010,1,1,Regular
15,2013-09-15,22143.64,0,78.82,4.37,221.19,6.26,2013,9,37,Regular
42,2013-03-03,18978.46,0,32.4,4.05,220.02,7.1,2013,3,9,Regular
7,2012-12-30,23384.44,1,31.33,3.08,225.69,9.52,2012,12,52,Holiday
40,2012-02-05,19453.42,0,61.61,3.44,221.07,6.67,2012,2,5,Regular
28,2012-05-13,20068.26,0,75.96,2.64,227.16,8.28,2012,5,19,Regular
32,2011-04-10,21258.27,0,39.97,3.82,212.06,6.65,2011,4,14,Regular
35,2011-05-08,24635,0,83.47,2.75,225.52,8.37,2011,5,18,Regular
15,2013-02-17,16621.41,0,39.01,3.8,213.28,9.41,2013,2,7,Regular
48,2010-07-18,17565.89,0,67.36,3.84,214.5,7.99,2010,7,28,Regular
36,2012-04-08,16655.52,0,51.58,3.15,213.59,9.74,2012,4,14,Regular
21,2013-02-24,18339.01,1,82.66,4.4,214.77,8.01,2013,2,8,Holiday
6,2012-02-26,27131.17,0,86.29,4.06,224.64,9.87,2012,2,8,Regular
1,2010-11-07,22863.63,0,34.63,3.49,223.11,8.62,2010,11,44,Regular
4,2010-04-18,14344.55,0,43.48,4.34,214.6,8.26,2010,4,15,Regular
11,2010-08-01,16997.77,0,92.49,4.21,215.4,9.15,2010,8,30,Regular
44,2013-02-03,21863.84,0,59.09,3.88,211.99,5.06,2013,2,5,Regular
26,2010-12-12,15467.46,0,63.37,2.81,218.29,6.29,2010,12,49,Regular
37,2013-09-08,16373.3,0,41.76,3.49,217.57,6.08,2013,9,36,Regular
23,2012-04-29,26724.8,0,99.64,4.23,212.92,5.55,2012,4,17,Regular
29,2013-08-18,16933.12,0,94.61,3.72,226.69,9.69,2013,8,33,Regular
21,2013-04-07,24773.33,0,30.14,3.59,227.05,5.66,2013,4,14,Regular
48,2013-07-07,26276.62,0,68.55,4.41,212.18,6.31,2013,7,27,Regular
45,2010-04-11,16332.69,0,91.06,2.53,215.33,6.68,2010,4,14,Regular
45,2013-05-12,15550.19,0,60.14,2.52,224.72,8.12,2013,5,19,Regular
49,2010-12-05,18619.34,0,60.58,4.29,227.4,8.84,2010,12,48,Regular
27,2013-04-14,14556.86,0,56.55,2.58,211.43,8.02,2013,4,15,Regular
39,2010-03-07,20605.17,0,32.02,3.17,228.05,8.74,2010,3,9,Regular
40,2010-05-16,18971.74,0,85.32,4.35,211.23,7.01,2010,5,19,Regular
13,2011-05-01,21802.9,0,61.97,3.88,222.68,9.98,2011,5,17,Regular
23,2010-02-21,26984.72,0,67.17,3.8,210.44,5.85,2010,2,7,Regular
16,2013-04-21,24087.42,0,47.9,3.81,228.57,7,2013,4,16,Regular
30,2010-08-22,22446.2,0,84.89,3.14,217.07,9.16,2010,8,33,Regular
4,2013-06-02,10169.76,0,85.56,3.56,222.98,6.23,2013,6,22,Regular
40,2010-01-24,22216.88,0,68.7,3.76,213.69,8.75,2010,1,3,Regular
16,2012-01-22,28613.14,0,93.32,3.11,216.43,6.82,2012,1,3,Regular
31,2013-03-10,4947.39,0,38.11,4.09,224.95,5.89,2013,3,10,Regular
42,2010-06-13,23446.91,1,85.06,3.14,229.46,7.02,2010,6,23,Holiday
25,2011-01-16,19203.21,0,69.1,2.64,229.84,8.92,2011,1,2,Regular
44,2010-06-27,15751.02,0,46.17,2.9,226.19,5.56,2010,6,25,Regular
12,2010-06-20,24005.64,0,39.26,3.32,226.94,7.58,2010,6,24,Regular
26,2010-09-05,28548.53,0,51.07,4.32,229.39,8.71,2010,9,35,Regular
37,2011-05-08,23876.15,1,89.94,3.33,210.81,8.76,2011,5,18,Holiday
48,2013-07-21,18144.04,0,85.13,2.68,213.4,6.95,2013,7,29,Regular
33,2010-03-21,15282.65,0,75.16,2.89,211.05,7.33,2010,3,11,Regular
28,2012-06-17,20723.14,0,36.32,3.59,220.02,9.28,2012,6,24,Regular
9,2012-03-18,24365.85,0,96.84,2.86,229.17,6.04,2012,3,11,Regular
12,2013-05-26,18064.73,0,51.38,2.63,221.65,9.96,2013,5,21,Regular
5,2012-12-02,18548.09,0,72.49,3.93,221.11,7.1,2012,12,48,Regular
28,2012-07-15,34110,0,86.22,4.07,226.53,6.38,2012,7,28,Regular
35,2011-07-31,25393.26,0,39.3,4.2,228.58,5.01,2011,7,30,Regular
5,2013-09-29,25750.64,0,75.65,4.19,223.97,5.63,2013,9,39,Regular
34,2010-02-07,12698.57,0,32.26,3.26,227.91,8.78,2010,2,5,Regular
46,2010-06-27,16464.06,0,37.13,3.97,213.5,8.25,2010,6,25,Regular
34,2012-02-26,20373.41,0,80.62,3.67,220.07,6.23,2012,2,8,Regular
13,2011-12-18,14994.31,0,40.86,2.55,217.29,9.64,2011,12,50,Regular
39,2012-04-15,28001.99,0,61.05,3.3,216.65,9.18,2012,4,15,Regular
42,2013-06-30,27051.56,0,47.38,2.61,214.29,6.35,2013,6,26,Regular
45,2013-03-10,17332.27,0,59.49,2.67,227.88,6.65,2013,3,10,Regular
48,2010-02-28,28919.59,0,35.41,2.61,219.01,5.92,2010,2,8,Regular
14,2010-11-07,19978.74,0,82.84,4.42,220.61,8.21,2010,11,44,Regular
11,2010-04-04,32946.95,0,35.53,4.19,215.53,8.51,2010,4,13,Regular
42,2012-02-19,20723.43,0,88.65,3.38,229.26,6.98,2012,2,7,Regular
38,2011-01-16,22880.96,0,76.38,3,222.22,8.69,2011,1,2,Regular
4,2012-08-12,26999.52,0,59.16,2.64,210.01,9.96,2012,8,32,Regular
33,2010-04-11,26388.17,1,90.65,3.36,215.36,8.06,2010,4,14,Holiday
7,2010-09-12,22553.66,0,43.03,3.7,229.99,8.25,2010,9,36,Regular
41,2013-05-26,19294.3,0,48.52,4.09,229.5,6.87,2013,5,21,Regular
8,2012-06-03,22570.66,0,39.6,2.6,220.89,5.05,2012,6,22,Regular
37,2012-03-25,15919.08,0,56.71,3.34,221.28,9.77,2012,3,12,Regular
10,2011-08-07,20760.67,0,99.07,4.45,228.03,8.86,2011,8,31,Regular
43,2011-05-15,14453.46,0,41.27,2.74,224.17,8.48,2011,5,19,Regular
15,2011-10-30,11095.59,0,88.17,3.3,228.64,5.15,2011,10,43,Regular
38,2012-02-12,20252.13,0,75.63,3.05,219.58,8.8,2012,2,6,Regular
15,2012-11-04,26311.39,0,31.11,2.77,229.52,8.35,2012,11,44,Regular
5,2013-07-14,24629.02,0,96.14,4.18,220.79,7.84,2013,7,28,Regular
29,2012-01-01,19590.44,0,97.98,3.89,222.9,8.12,2012,1,52,Regular
19,2012-10-21,28734.95,0,94.74,3.32,211.65,9.59,2012,10,42,Regular
10,2011-02-06,17154.69,0,65.12,3.24,222.23,5.03,2011,2,5,Regular
12,2011-10-23,10410.84,0,45.43,4.16,225.36,5.78,2011,10,42,Regular
4,2012-04-01,9089.49,0,57.39,2.68,218.79,9.47,2012,4,13,Regular
31,2010-02-07,14094.05,0,72.99,2.79,220.05,5.04,2010,2,5,Regular
18,2010-01-24,24083.12,0,56.52,4.31,217.87,9.52,2010,1,3,Regular
16,2010-10-24,16825.99,0,79.57,4.13,229.38,5.15,2010,10,42,Regular
40,2011-10-09,22304.79,0,85.69,4.05,219.53,8.9,2011,10,40,Regular
36,2010-10-17,28231.42,0,44.66,3.75,212.52,9.45,2010,10,41,Regular
25,2010-01-17,14499.52,0,58.35,3.08,210.58,8.06,2010,1,2,Regular
23,2012-06-17,22392.5,0,97.04,4.37,225.45,8.21,2012,6,24,Regular
12,2013-06-30,22694.82,0,47.49,3.48,220.95,5.25,2013,6,26,Regular
34,2010-04-11,15696.31,0,54.25,3.06,210.06,6.05,2010,4,14,Regular
36,2010-11-21,26771.05,0,32.5,3.23,217.65,9.5,2010,11,46,Regular
37,2011-08-14,18561.46,0,53.27,2.53,228.28,9.12,2011,8,32,Regular
3,2013-04-28,18081.24,0,55.97,3.01,228.96,5.3,2013,4,17,Regular
9,2011-02-06,30558.07,0,36.99,2.88,211.07,9.06,2011,2,5,Regular
18,2013-10-20,22613.83,1,30.1,2.77,212.47,7.12,2013,10,42,Holiday
43,2010-09-26,24626.45,0,70.28,2.56,210.1,7.8,2010,9,38,Regular
35,2012-07-01,26774.46,0,51.11,2.95,227.37,5.54,2012,7,26,Regular
34,2013-01-06,16747.63,0,31.25,2.71,211.42,6.99,2013,1,1,Regular
41,2010-08-29,26249.11,0,90.2,2.59,212.16,7.17,2010,8,34,Regular
14,2013-07-14,17490.53,0,70.91,2.77,214.55,8.35,2013,7,28,Regular
4,2012-12-30,17276.88,0,41.98,2.9,228.34,8.29,2012,12,52,Regular
29,2013-05-26,18640,0,90.57,3.33,223.76,7.74,2013,5,21,Regular
41,2013-08-18,16889.68,0,47.75,3.67,222.34,5.16,2013,8,33,Regular
45,2010-12-26,24110.78,0,45.92,3.14,225.69,5.81,2010,12,51,Regular
50,2012-04-01,21336.05,0,92.62,2.78,223.87,5.8,2012,4,13,Regular
15,2010-04-04,17543.88,0,42.56,4.38,224.92,9.44,2010,4,13,Regular
28,2013-02-10,23372.53,1,91.53,3.53,211.47,9.51,2013,2,6,Holiday
42,2012-12-23,18624.09,1,86.21,3.98,221.8,9.03,2012,12,51,Holiday
16,2013-07-21,18359.65,0,51.68,3.89,225.06,5.87,2013,7,29,Regular
12,2010-07-25,20243.42,0,32.41,3.07,221.31,9.2,2010,7,29,Regular
5,2011-09-18,22317.3,0,35.78,3.62,210.24,5.94,2011,9,37,Regular
34,2012-07-29,21949.24,0,37.67,3.7,214.22,7.77,2012,7,30,Regular
42,2013-03-10,18183.75,0,92.36,3.2,229.26,8.67,2013,3,10,Regular
1,2011-10-23,24235.56,0,58.28,3.84,224.09,5.26,2011,10,42,Regular
39,2011-04-24,18888.03,0,32.28,4.08,223.77,7.99,2011,4,16,Regular
32,2013-02-10,16725.08,0,68.96,3.23,223.21,6.26,2013,2,6,Regular
26,2012-06-03,12659.89,0,44.56,2.53,212.56,7.49,2012,6,22,Regular
17,2010-12-26,24915.89,0,46.46,3.2,210.08,6.92,2010,12,51,Regular
48,2012-09-16,20061.95,0,41.26,2.73,218.81,8.43,2012,9,37,Regular
27,2011-03-13,21054.36,0,83.34,2.81,218.89,7.45,2011,3,10,Regular
24,2010-09-05,25229.01,0,30.04,3.23,226.24,6.51,2010,9,35,Regular
35,2011-09-25,17612.97,1,60.73,2.92,213.63,9.55,2011,9,38,Holiday
46,2012-11-25,13128,0,36.08,4.37,215.5,9.8,2012,11,47,Regular
